id,title,description,director,country,year,language,image,imdbid
909,RIFIFI,"After making such American noir classics asBrute ForceandThe Naked City,the blacklisted director Jules Dassin went to Paris and embarked on his masterpiece: a twisting, turning tale of four ex-cons who hatch one last glorious robbery in the City of Light.Rififiis the ultimate heist movie, a mélange of suspense, brutality, and dark humor that was an international hit, earned Dassin the best director prize at the Cannes Film Festival, and has proven wildly influential on the decades of heist thrillers that have come in its wake.",Jules Dassin,France,1955,French,https://s3.amazonaws.com/criterion-production/films/f27531f76e2f90c59e79e69450fcf15a/6S7s7O3eZcEEsK7WZcS41azRPFUVqP_large.jpg,0048021
910,RIOT IN CELL BLOCK 11,"Early in his career, Don Siegel made his mark with this sensational and high-octane but economically constructed drama set in a maximum-security penitentiary.Riot in Cell Block 11,the brainchild of producer extraordinaire Walter Wanger, is a ripped-from-the-headlines social-problem picture about inmates’ rights that was inspired by a recent spate of uprisings in American prisons. In Siegel’s hands, the film, shot on location at Folsom State Prison, with real inmates and guards as extras, is at once brash and humane, showcasing the hard-boiled visual flair and bold storytelling for which the director would become known.",Don Siegel,United States,1954,English,https://s3.amazonaws.com/criterion-production/films/1fff3ac634ee3a07e07e071a03276f29/aYkEYStkCF5KUvvjpd3gN3fn5XYZP6_large.jpg,0047417
911,THE RISE OF CATHERINE THE GREAT,"A quick-witted and compelling dramatization of the troubled marriage of Catherine II (played by German actress Elisabeth Bergner, in her English-language debut) to Peter III (a randy Douglas Fairbanks Jr.) and her subsequent ascension to the throne as Empress of Russia. With its luxurious renderings of the eighteenth-century St. Petersburg royal court and its nearly screwball evocation of Catherine and Peter’s teasing relationship,The Rise of Catherine the Greatwas a wise and worthy follow-up toHenry VIII.",Paul Czinner,United Kingdom,1934,English,https://s3.amazonaws.com/criterion-production/films/db4b0658b462dab4c656c1733822252c/sbintTYaK6jy93GAcfuS5PqBGywpvM_large.jpg,5090568
912,THE RITE,"Ingmar Bergman conceived this experimental work as a response to his controversial tenure at the Royal Dramatic Theatre. Focusing on four characters—a trio of actors charged with obscenity (Ingrid Thulin, Gunnar Björnstrand, Anders Ek), and the judge assigned to try them (Erik Hell)—The Ritealternates between criminal interrogations and interpersonal confrontations shown in flashback, leading to a final “performance” that makes for one of the most bizarre moments in Bergman’s filmography. Staged on bare sets and shot almost entirely in close-up,The Ritecondenses a decade’s worth of cinematic exploration into seventy-five tense, unsettling minutes.",Ingmar Bergman,Sweden,1969,Swedish,https://s3.amazonaws.com/criterion-production/films/62e4d0543454d07fb1a26fc58cdb5e5e/oyBiyxCiSNf6J6w9EA4qrnPvEQ03Fl_large.jpg,1161864
914,A RIVER CALLED TITAS,"The Bengali filmmaker Ritwik Ghatak’s stunningly beautiful, elegiac saga concerns the tumultuous lives of people in fishing villages along the banks of the Titas River in pre-Partition East Bengal. Focusing on the tragic intertwining fates of a series of fascinating characters—in particular, the indomitable widow Basanti—Ghatak tells the poignant story of an entire community’s vanishing way of life. Made soon after Bangladesh became an independent nation, the elliptical, painterlyA River Called Titasis a grand epic from a director who has had a devoted following for decades.A River Called Titaswas restored in 2010 by the Cineteca di Bologna /L’Immagine Ritrovata laboratory, in association with the Ritwik Memorial Trust, the National Film Archive of India, and The Film Foundation’s World Cinema Project. Additional film elements provided by the Bundesarchiv-Filmarchiv. Restoration funded by Doha Film Institute.",Ritwik Ghatak,Bangladesh,1973,Bengali,https://s3.amazonaws.com/criterion-production/films/f5c1c41138f81dbc0a83f4718325a6e5/AB5g9OzZqxaJ5NBhbAmYnB2VbV5dVN_large.jpg,0070809
915,ROBINSON CRUSOE ON MARS,"Special-effects wunderkind and genre master Byron Haskin (The War of the Worlds, The Outer Limits) won a place in the hearts of fantasy-film lovers everywhere with this gorgeously designed journey into the unknown. When his spaceship crash-lands on the barren wastelands of Mars, U.S. astronaut Commander “Kit” Draper (Paul Mantee) must fight for survival, with a pet monkey seemingly his only companion. But is he alone? Shot in vast Techniscope and blazing Technicolor,Robinson Crusoe on Marsis an imaginative and beloved techni-marvel of classic science fiction.",Byron Haskin,United States,1964,English,https://s3.amazonaws.com/criterion-production/films/19d005b575e7136ff463024ec840613c/hap5I5lbMCQ69CG6Yw7AS5HcOcNme2_large.jpg,0058530
916,ROBOCOP,"Called by Ken Russell “the greatest science-fiction film sinceMetropolis,” controversial director Paul Verhoeven’sRoboCopis a special effects-laden cult phenomenon. The film features a resurrected and roboticized hero (Peter Weller) in a new, supercharged cyborg body, struggling to reclaim his memory and avenge his own death. Written by Edward Neumeier and Michael Miner, this film is a grown-up superhero fantasy come to vivid, bloody life.",Paul Verhoeven,United States,1987,English,https://s3.amazonaws.com/criterion-production/films/4c71c3fc2c708e5017a0ad93743334ed/dwbEI8erHzGSHbYcXhOwfmfSZoS59y_large.jpg,0093870
917,THE ROCK,"A highly decorated, retired U.S. Marine general (Ed Harris) seizes a stockpile of chemical weapons and takes over Alcatraz, with eighty-one tourists as hostages on the San Francisco Bay isle. His demand: Restitution to families of soldiers who died in covert operations. The response: An elite Navy SEAL team, with support from an FBI chemical-warfare expert (Nicolas Cage) and a former Alcatraz escapee (Sean Connery), is assembled to penetrate the terrorists’ defenses on the island and neutralize the threat before time runs out. The result: A fast-paced, edge-of-your-seat thriller with a first-rate cast, directed by Michael Bay and produced by Don Simpson and Jerry Bruckheimer.",Michael Bay,United States,1996,English,https://s3.amazonaws.com/criterion-production/films/07f4eeb745b2223e67ad82c6dc2e3ed3/o6c4ES95CWTBBINB8ahqL4niihMuLT_large.jpg,0117500
918,ROMA,"Travelogue, memoir, and outrageous cinematic spectacle converge in this kaleidoscopic valentine to the Eternal City, composed by one of its most iconic inhabitants. Leisurely one moment and breathless the next, this urban fantasia by Federico Fellini interweaves recollections of the director’s young adulthood in the era of Mussolini with an impressionistic portrait of contemporary Rome, where he and his film crew are shooting footage of the bustling cityscape. The material delights of sex, food, nightlife, and one hallucinatory ecclesiastical fashion show are shot through with glimmers of a monumental past: the Colosseum encircled by traffic, ancient frescoes unearthed in a subway tunnel, a pigeon-befouled statue of Caesar. With a head-spinning mix of documentary immediacy and extravagant artifice,Romapenetrates the myth and mystique of Italy’s storied capital, a city Fellini called “the most wonderful movie set in the world.”",Federico Fellini,Italy,1972,Italian,https://s3.amazonaws.com/criterion-production/films/05e2e75624b400b1c88af61e29dba5d1/pzeKBSXmUXlQWLLMCZc8LIQTwVvaJV_large.jpg,6155172
919,ROMA,"With his eighth and most personal film, Alfonso Cuarón recreated the early-1970s Mexico City of his childhood, narrating a tumultuous period in the life of a middle-class family through the experiences of Cleo (Yalitza Aparicio, in a revelatory screen debut), the indigenous domestic worker who keeps the household running. Charged with the care of four small children abandoned by their father, Cleo tends to the family even as her own life is shaken by personal and political upheavals. Written, directed, shot, and coedited by Cuarón,Romais a labor of love with few parallels in the history of cinema, deploying monumental black-and-white cinematography, an immersive soundtrack, and a mixture of professional and nonprofessional performances to shape its author’s memories into a world of enveloping texture, and to pay tribute to the woman who nurtured him.",Alfonso Cuarón,"Mexico,                                              United States",2018,"Mixtec,                                          Spanish",https://s3.amazonaws.com/criterion-production/films/bc349204816d212fabd9b71524763b75/BMnwff4YpeT4kAkBsBwD6PGbdffoL3_large.jpg,6155172
920,ROME OPEN CITY,"This was Roberto Rossellini’s revelation, a harrowing drama about the Nazi occupation of Rome and the brave few who struggled against it. Though told with more melodramatic flair than the films that would follow it to form The War Trilogy and starring some well-known actors—Aldo Fabrizi as a priest helping the partisan cause and Anna Magnani in her breakthrough role as the fiancée of a resistance member—Rome Open Cityis a shockingly authentic experience, conceived and directed amid the ruin of World War II, with immediacy in every frame. Marking a watershed moment in Italian cinema, this galvanic work garnered awards around the globe and left the beginnings of a new film movement in its wake.",Roberto Rossellini,Italy,1945,"German,                                          Italian",https://s3.amazonaws.com/criterion-production/films/065858072a69f217ae517f2cc87a2c68/0T7IhsxzrE4rW48efa7kEHGrSe77j0_large.jpg,0038890
921,LA RONDE,"Simone Signoret, Anton Walbrook, and Simone Simon lead a roundelay of French stars in Max Ophuls''s delightful, acerbic adaptation of Arthur Schnitzler''s controversial turn-of-the-century playReigen.Soldiers, chambermaids, poets, prostitutes, aristocrats—all are on equal footing in this multicharacter merry-go-round of love and infidelity, directed with a sweeping gaiety as knowingly frivolous as it is enchanting, and shot with Ophuls''s trademark mellifluous cinematography.",Max Ophuls,France,1950,French,https://s3.amazonaws.com/criterion-production/films/2d9f65a009ae0df30f7268f5cad30602/hCVpEfIN7DST5IptZEPGxHXn1hTR9M_large.jpg,0042906
923,THE ROSE,"Bette Midler exploded onto the screen with her take-no-prisoners performance in this quintessential film about fame and addiction from director Mark Rydell. Midler is the rock-and-roll singer Mary Rose Foster (known as the Rose to her legions of fans), whose romantic relationships and mental health are continuously imperiled by the demands of life on the road. Incisively scripted and beautifully shot—by Vilmos Zsigmond, with assistance on the dazzling concert scenes by a host of other world-class cinematographers, including Conrad L. Hall, László Kovács, Owen Roizman, and Haskell Wexler—this is a sensitively drawn and emotionally overwhelming melodrama that made the popular singer into a movie star as well.",Mark Rydell,United States,1979,English,https://s3.amazonaws.com/criterion-production/films/a9dfda8b8db438e46c784cf5c4c866d6/1hFFNNJHOVyul0OLXpKgpcKM2MOF6S_large.jpg,19788500
924,ROSEMARY’S BABY,"Horrifying and darkly comic,Rosemary’s Babywas Roman Polanski’s Hollywood debut. This wildly entertaining nightmare, faithfully adapted from Ira Levin’s best seller, stars a revelatory Mia Farrow as a young mother-to-be who grows increasingly suspicious that her overfriendly elderly neighbors (played by Sidney Blackmer and an Oscar-winning Ruth Gordon) and self-involved husband (John Cassavetes) are hatching a satanic plot against her and her baby. In the decades of occult cinema that Polanski’s ungodly masterpiece has spawned, it has never been outdone for sheer psychological terror.",Roman Polanski,United States,1968,English,https://s3.amazonaws.com/criterion-production/films/4886db5d9452d2247ff729d35aa839a6/rXjMmW28vBI3WW7qEj2gO6X7NKmq6A_large.jpg,0063522
