id,title,description,director,country,year,language,image,imdbid
873,THE PRIVATE LIFE OF DON JUAN,"Douglas Fairbanks Sr. makes his big-screen swan song with Korda’s deliciously satiric deflation of the Don Juan myth. After having faked his own death and escaped Seville, the aging lothario returns, only to find that he has been promptly forgotten; perhaps Merle Oberon’s raven-haired beauty can coax him back into business. Don Juan was a rare “talkie” for Fairbanks, and a shrewd poking at the actor’s own persona.",Alexander Korda,United Kingdom,1934,English,https://s3.amazonaws.com/criterion-production/films/fa83c22895c56728b4564bfc6e403a3e/NjGkZVZ4UTHTcuRFMrgbVv9jSUYcAI_large.jpg,0025681
874,THE PRIVATE LIFE OF HENRY VIII,"Charles Laughton gulps beer and chomps on mutton, in his first of many iconic screen roles, as King Henry VIII, the ultimate anti-husband. Alexander Korda’s first major international success is a raucous, entertaining, even poignant peek into the boudoirs of the infamous king and his six wives.",Alexander Korda,United Kingdom,1933,English,https://s3.amazonaws.com/criterion-production/films/efd531e4f833ecf6ed4864afa507c11e/11QuJYuU3oyeIXl1PO6quna7UKCBH2_large.jpg,0024473
947,SANJURO,"Toshiro Mifune swaggers and snarls to brilliant comic effect in Akira Kurosawa''s tightly paced, beautifully composedSanjuro.In this sly companion piece toYojimbo,jaded samurai Sanjuro helps an idealistic group of young warriors weed out their clan''s evil influences, and in the process turns their image of a proper samurai on its ear. Less brazen in tone than its predecessor but equally entertaining, this classic character''s return is a masterpiece in its own right.",Akira Kurosawa,Japan,1962,Japanese,https://s3.amazonaws.com/criterion-production/films/e3a8b87cb8cbc3285b3eb00da28a693a/dyeVpIcW7gE7OWYsi3kOh9W2fHMXIs_large.jpg,0056443
875,LA PROMESSE,"La promesseis the breakthrough feature from Luc and  Jean-Pierre Dardenne, who would go on to become a force in world filmmaking. The brothers brought the unerring eye for detail and the compassion for those on society’s lowest rungs developed in their earlier documentary work to this absorbing drama about a teenager (Jérémie Renier) gradually coming to understand the implications of his father’s making a living through the exploitation of undocumented workers. Filmed in the Dardennes’ industrial hometown of Seraing, Belgium,La promesseis a brilliantly economical and observant tale of a boy’s troubled moral awakening.",Luc Dardenne and Jean-Pierre Dardenne,Belgium,1996,French,https://s3.amazonaws.com/criterion-production/films/fc764d56ec9302a2429c93fff187f671/aoWiKjatz40quQKrm8eFiRBdL5jfJ2_large.jpg,12404772
876,À PROPOS DE NICE,"Jean Vigo was twenty-five when he made this, his debut film, a silent cinematic poem that reveals, through a thrilling and ironic use of montage, the economic reality hidden behind the facade of the Mediterranean resort town of Nice. The first of Vigo’s several collaborations with cinematographer Boris Kaufman (Dziga Vertov’s brother and a future Oscar winner),À propos de Niceis both a scathing and invigorating look at 1930 French culture.",Jean Vigo and Boris Kaufman,France,1930,Silent,https://s3.amazonaws.com/criterion-production/films/3a16af844b04da9d8e15bed25848b449/7pAz9X21RHWX6Put8NE0TiJ5NPZb53_large.jpg,0021576
877,THE PROUD VALLEY,"By the start of World War II, Paul Robeson had given up his lucrative mainstream work to participate in more socially progressive film and stage productions. As David Goliath, in the popular British dramaThe Proud Valley, Robeson is the quintessential everyman, an American sailor who joins rank-and-file Welsh miners organizing against the powers that be.",Pen Tennyson,United Kingdom,1940,English,https://s3.amazonaws.com/criterion-production/films/5b83c252b600e87cb7d663f2b1d1ac8d/F8v9OxoNple8ycZ2VntXSIFAXCg8pJ_large.jpg,0031828
878,PUNCH-DRUNK LOVE,"Chaos lurks in every corner of this giddily off-kilter foray into romantic comedy by Paul Thomas Anderson. Struggling to cope with his erratic temper, novelty-toilet-plunger salesman Barry Egan (Adam Sandler, demonstrating remarkable versatility in his first dramatic role) spends his days collecting frequent-flyer-mile coupons and dodging the insults of his seven sisters. The promise of a new life emerges when Barry inadvertently attracts the affection of a mysterious woman named Lena (Emily Watson), but their budding relationship is threatened when he falls prey to the swindling operator of a phone sex line and her deranged boss (played with maniacal brio by Philip Seymour Hoffman). Fueled by the careening momentum of a baroque-futurist score by Jon Brion, the Cannes-award-winningPunch-Drunk Lovechannels the spirit of classic Hollywood and the whimsy of Jacques Tati into an idiosyncratic ode to the delirium of new romance.",Paul Thomas Anderson,United States,2002,English,https://s3.amazonaws.com/criterion-production/films/0f80977b82c0b68bfa43193be7cfc46c/aFQlK4PF7AXR5EdtpHGD2KmjEBoWjV_large.jpg,0272338
951,SANS SOLEIL,"Chris Marker, filmmaker, poet, novelist, photographer, editor, and now videographer and digital multimedia artist, has been challenging moviegoers, philosophers, and himself for years with his complex queries about time, memory, and the rapid advancement of life on this planet.Sans Soleilis his  mind-bending free-form travelogue that journeys from Africa to Japan.",Chris Marker,France,1983,French,https://s3.amazonaws.com/criterion-production/films/bbba677b0c268b41bfa28fc05f1f857a/M7N3Y0rWUWFnskRrhYIYCX2AVNbycH_large.jpg,0084628
879,PURPLE NOON,"Alain Delon was at his most impossibly beautiful whenPurple Noonwas released and made him an instant star. This ripe, colorful adaptation of Patricia Highsmith’s vicious novelThe Talented Mr. Ripley,directed by the versatile René Clément, stars Delon as Tom Ripley, a duplicitous American charmer in Rome on a mission to bring his privileged, devil-may-care acquaintance Philippe Greenleaf (Maurice Ronet) back to the United States. What initially seems a carefree tale of friendship soon morphs into a thrilling saga of seduction, identity theft, and murder. Featuring gorgeous location photography of coastal Italy,Purple Noonis crafted with a light touch that allows it to be at once suspenseful and erotic, and it gave Delon the role of a lifetime.",René Clément,France,1960,French,https://s3.amazonaws.com/criterion-production/films/e431773b9686f745219d9bf7d8efff79/SXXZt3SRbTT8HnGGkDwTxTraKaK2BI_large.jpg,0054189
880,PUTNEY SWOPE,"The most popular film by Robert Downey Sr. is this offbeat classic about the antics that ensue after Putney Swope (Arnold Johnson, his voice dubbed by a gravelly Downey), the token black man on the board of a Madison Avenue advertising agency, is inadvertently elected chairman. Putney summarily fires the whiteys, replaces them with Black Power apostles, renames the company Truth and Soul, Inc., and proceeds to wreak politically incorrect havoc.",Robert Downey Sr.,United States,1969,English,https://s3.amazonaws.com/criterion-production/films/8c9be029b45b7c8197c07e2721a341db/DeYMEjJ5dfkpnMVkD3M2pK0FuAfLI5_large.jpg,0064855
881,PYGMALION,"Cranky Professor Henry Higgins (Leslie Howard) takes a bet that he can turn Cockney guttersnipe Eliza Doolittle (Wendy Hiller) into a proper lady in a mere six months in this delightful comedy of bad manners, based on the play by George Bernard Shaw. This Academy Award–winning inspiration for Lerner and Loewe''sMy Fair Ladywas directed by Anthony Asquith and star Howard, edited by David Lean, and scripted by Shaw himself.",Anthony Asquith and Leslie Howard,United Kingdom,1938,English,https://s3.amazonaws.com/criterion-production/films/6b60c41a20b0ad93142016f0fbaef104/iPWNkGkmts56OruZK3c8nVR4whMZnz_large.jpg,0030637
882,QUADRILLE,"A sparkling four-way affair overflowing with dialogue that showcases writer-director Sacha Guitry’s wit,Quadrillestars Guitry as a magazine editor whose longtime girlfriend—to whom he plans to finally propose—is uncontrollably drawn to a handsome American movie star. Meanwhile, a discerning reporter (Jacqueline Delubac) watches from the sidelines with amusement and provides the final corner to this romantic rectangle.",Sacha Guitry,France,1938,French,https://s3.amazonaws.com/criterion-production/films/5401727eb390cb93a058493779bb75f2/2oFlTwvyogfvUGbQGV5CIJpw8I1vlN_large.jpg,0030642
883,QUADROPHENIA,"The Who’s classic rock operaQuadropheniawas the basis for this invigorating coming-of-age movie and depiction of the defiant, drug-fueled mod subculture of early 1960s London. Our antihero is Jimmy (Phil Daniels), a teenager dissatisfied with family, work, and love. He spends his time knocking around with his clothes-obsessed, pill-popping, scooter-driving fellow mods, a group whose antipathy for the motorcycle-riding rockers leads to a climactic riot in Brighton. Director Franc Roddam’s rough-edged film is a quintessential chronicle of youthful rebellion and turmoil, with Pete Townshend’s brilliant songs (including “I’ve Had Enough,” “5:15,” and “Love Reign O’er Me”) providing emotional support, and featuring Sting and Ray Winstone in early roles.",Franc Roddam,United Kingdom,1979,English,https://s3.amazonaws.com/criterion-production/films/7e8f700a6729a78af206537eb551a54e/5G5p8VMkDMxfS2MmGDM4gNk8oqR866_large.jpg,0079766
884,QUAI DES ORFÈVRES,"Blacklisted for his daring anti-French masterpieceLe corbeau,Henri-Georges Clouzot returned to cinema four years later with the 1947 crime-fiction adaptationQuai des Orfèvres.Set within the vibrant dance halls and crime corridors of 1940s Paris,Quai des Orfèvresfollows ambitious performer Jenny Lamour (Suzy Delair), her covetous husband Maurice Martineau (Bernard Blier), and their devoted confidante Dora Monier (Simone Renant) as they attempt to cover one another''s tracks when a sexually orgreish high-society acquaintance is murdered. Enter Inspector Antoine (Louis Jouvet), whose seasoned instincts lead him down a circuitous path in this classic whodunit murder mystery.",Henri-Georges Clouzot,France,1947,French,https://s3.amazonaws.com/criterion-production/films/0412655ee47625915b6efa76614a2115/b0yM2C4MdPzh0vyJhcnLiuLhwCHihn_large.jpg,0039739
885,A RAISIN IN THE SUN,"Lorraine Hansberry’s immortalA Raisin in the Sunwas the first play by a black woman to be performed on Broadway. Two years later, the production came to the screen, directed by Daniel Petrie. The original stars—including Sidney Poitier and Ruby Dee—reprise their roles as members of an African American family living in a cramped Chicago apartment, in this deeply resonant tale of dreams deferred. The Youngers await a life-insurance check they hope will change their circumstances, but tensions arise over how to use the money. Vividly rendering Hansberry’s sharp observations on generational conflict and housing discrimination, Petrie’s film captures the high stakes, shifting currents, and varieties of experience within black life in midcentury America.",Daniel Petrie,United States,1961,English,https://s3.amazonaws.com/criterion-production/films/b098e03f9c272b78b726f827d2c440c2/ZcXKzw1dgfIfnHaFlCBogSemi3gRyC_large.jpg,0055353
886,RAN,"WithRan, legendary director Akira Kurosawa reimagines Shakespeare''sKing Learas a singular historical epic set in sixteenth-century Japan. Majestic in scope, the film is Kurosawa''s late-life masterpiece, a profound examination of the folly of war and the crumbling of one family under the weight of betrayal, greed, and the insatiable thirst for power.",Akira Kurosawa,Japan,1985,Japanese,https://s3.amazonaws.com/criterion-production/films/cf75c5b225b8892c55ed98276db4f5ce/MwHT6SDYJSbktYtorPE6MOO8mE3UtI_large.jpg,0089881
887,RASHOMON,"A riveting psychological thriller that investigates the nature of truth and the meaning of justice,Rashomonis widely considered one of the greatest films ever made. Four people give different accounts of a man’s murder and the rape of his wife, which director Akira Kurosawa presents with striking imagery and an ingenious use of flashbacks. This eloquent masterwork and international sensation revolutionized film language and introduced Japanese cinema—and a commanding new star by the name of Toshiro Mifune—to the Western world.Rashomonwas restored by the Academy Film Archive, the National Film Center of the National Museum of Modern Art, Tokyo, and Kadokawa Pictures, Inc. Funding provided by Kadokawa Culture Promotion Foundation and The Film Foundation.",Akira Kurosawa,Japan,1950,Japanese,https://s3.amazonaws.com/criterion-production/films/21d6c647d6b04343bcb9a475c8bf161e/mCz7xlfXoonwsP48ZmChNuVOxzzHRT_large.jpg,0042876
932,RUSTY KNIFE,"Rusty Knifewas the first smash for director Toshio Masuda, who would go on to become one of Japanese cinema’s major hit makers. In the film, Yujiro Ishihara and fellow top Nikkatsu star Akira Kobayashi play former hoodlums trying to leave behind a life of crime, but their past comes back to haunt them when the authorities seek them out as murder witnesses.",Toshio Masuda,Japan,1958,Japanese,https://s3.amazonaws.com/criterion-production/films/303031b6b6406474a33fbde7715e3ee0/V1VNgMACNqduC182heMTR9uhWFyDVb_large.jpg,0360946
888,RATCATCHER,"In her breathtaking and assured debut feature, Lynne Ramsay creates a haunting evocation of a troubled Glasgow childhood. Set during Scotland’s national garbage strike of the mid-1970s,Ratcatcherexplores the experiences of a poor adolescent boy as he struggles to reconcile his dreams and his guilt with the abjection that surrounds him. Utilizing beautiful, elusive imagery, candid performances, and unexpected humor,Ratcatcherdeftly contrasts urban decay with a rich interior landscape of hope and perseverance, resulting in a work at once raw and deeply poetic.",Lynne Ramsay,United Kingdom,1999,English,https://s3.amazonaws.com/criterion-production/films/2e0eb89f070c18c1adf8c0753d9c9589/EpE0fxyFF6hQ5D3K79cYRj9YcZMXB5_large.jpg,0171685
889,REBECCA,"Romance becomes psychodrama in the elegantly craftedRebecca,Alfred Hitchcock’s first foray into Hollywood filmmaking. A dreamlike adaptation of Daphne du Maurier’s 1938 novel, the film stars the enchanting Joan Fontaine as a young woman who believes she has found her heart’s desire when she marries the dashing aristocratic widower Maxim de Winter (played with cunning vulnerability by Laurence Olivier). But upon moving to Manderley—her groom’s baroque ancestral mansion—she soon learns that his deceased wife haunts not only the estate but the temperamental, brooding Maxim as well. The start of Hitchcock’s legendary collaboration with producer David O. Selznick, this elegiac gothic vision, captured in stunning black and white by George Barnes, took home the Academy Awards for best picture and best cinematography.",Alfred Hitchcock,United States,1940,English,https://s3.amazonaws.com/criterion-production/films/65ba8520032f6fea24aaa96c21c37252/3JpHzjZhjrmkm2SHE1n3R556QGyWPX_large.jpg,2235695
890,THE RED BALLOON,"Newly restored and available for the first time on DVD, Albert Lamorisse’s exquisiteThe Red Balloonremains one of the most beloved children''s films of all time. In this deceptively simple, nearly wordless tale, a young boy discovers a stray balloon, which seems to have a mind of its own, on the streets of Paris. The two become inseparable, yet the world’s harsh realities finally interfere. With its glorious palette and allegorical purity, the Academy Award–winningThe Red Balloonhas enchanted movie lovers, young and old, for generations.",Albert Lamorisse,France,1956,French,https://s3.amazonaws.com/criterion-production/films/bd211699c4a4946b8af0e05f039fb000/oLECD1AXZSKmKnPGIkw9LItmzYGDKH_large.jpg,0048980
891,RED BEARD,"A testament to the goodness of humankind, Akira Kurosawa''sRed Beard(Akahige) chronicles the tumultuous relationship between an arrogant young doctor and a compassionate clinic director. Toshiro Mifune, in his last role for Kurosawa, gives a powerhouse performance as the dignified yet empathic director who guides his pupil to maturity, teaching the embittered intern to appreciate the lives of his destitute patients. Perfectly capturing the look and feel of 19th-century Japan, Kurosawa weaves a fascinating tapestry of time, place, and emotion.",Akira Kurosawa,Japan,1965,Japanese,https://s3.amazonaws.com/criterion-production/films/2faa45516b90350a848b0b01d3750349/3IPPeQz2EQhaFmWQ7lOfKBcurvyolT_large.jpg,0058888
948,SANSHIRO SUGATA,"Kurosawa’s effortless debut is based on a novel by Tsuneo Tomita about the rivalry between judo and jujitsu. Starring Susumu Fujita as the title character,Sanshiro Sugatais a thrilling martial arts action tale, but it’s also a moving story of moral education that’s quintessential Kurosawa.",Akira Kurosawa,Japan,1943,Japanese,https://s3.amazonaws.com/criterion-production/films/95aa03afbe874b8c4a758fad40b4758e/u5w5NxMwJtRaRc6Bpf6VadqJIB97YE_large.jpg,0036400
892,RED DESERT,"Michelangelo Antonioni’s 1960s panoramas of contemporary alienation were decade-defining artistic events, andRed Desert,his first color film, is perhaps his most epochal. This provocative look at the spiritual desolation of the technological age—about a disaffected woman, brilliantly portrayed by Antonioni muse Monica Vitti, wandering through a bleak industrial landscape beset by power plants and environmental toxins, and tentatively flirting with her husband’s coworker, played by Richard Harris—continues to keep viewers spellbound. With one startling, painterly composition after another—of abandoned fishing cottages, electrical towers, looming docked ships—Red Desertcreates a nearly apocalyptic image of its time, and confirms Antonioni as cinema’s preeminent poet of the modern age.",Michelangelo Antonioni,"France,                                              Italy",1964,Italian,https://s3.amazonaws.com/criterion-production/films/f0698d10e7f1a77dd8e328a8ea94797f/Vd8Khg2Vd5KoE8hVxNrGs10PHkZAgZ_large.jpg,0058003
893,REDES,"Early in his career, the Austrian-born future Oscar winner Fred Zinnemann codirected with Emilio Gómez Muriel the politically and emotionally searingRedes.In this vivid, documentary-like dramatization of the daily grind of men struggling to make a living by fishing on the Gulf of Mexico (mostly played by real- life fishermen), one worker’s terrible loss instigates a political awakening among him and his fellow laborers. A singular coming together of talents,Redes,commissioned by a progressive Mexican government, was cowritten and gorgeously shot by the legendary photographer Paul Strand.Redeswas restored in 2009 by the Cineteca di Bologna/L’Immagine Ritrovata laboratory, in association with The Film Foundation’s World Cinema Project and Filmoteca de la UNAM. Restoration funded by Armani, Cartier, Qatar Airways, and Qatar Museum Authority.",Emilio Gómez Muriel and Fred Zinnemann,Mexico,1936,Spanish,https://s3.amazonaws.com/criterion-production/films/89594ab78e17a9778dc78f275076d760/kADie75znXN9EHJ7qBhLrNwch9t918_large.jpg,0028165
894,RED RIVER,"No matter what genre he worked in, Howard Hawks played by his own rules, and never was this more evident than in his first western, the rowdy and whip-smartRed River.In it, John Wayne found one of his greatest roles, as an embittered, tyrannical Texas rancher whose tensions with his independent-minded adopted son—played by Montgomery Clift, in a breakout performance—reach epic proportions during a cattle drive to Missouri. The film is based on a novel that dramatizes the real-life late nineteenth-century expeditions along the Chisholm Trail, but Hawks is less interested in historical accuracy than in tweaking the codes of masculinity that propel the myths of the American West. The unerringly macho Wayne and the neurotic, boyish Clift make for an improbably perfect pair, held aloft by a quick-witted, multilayered screenplay and Hawks’s formidable direction.",Howard Hawks,United States,1948,English,https://s3.amazonaws.com/criterion-production/films/85b3ab0ea3a194bb0dae99e08cecc2fa/K7VYrFevvCcOemZYFe5xpZ8MpvLDcL_large.jpg,0040724
895,THE RED SHOES,"The Red Shoes, the singular fantasia from Michael Powell and Emeric Pressburger, is cinema’s quintessential backstage drama, as well as one of the most glorious Technicolor feasts ever concocted for the screen. Moira Shearer is a rising star ballerina torn between an idealistic composer and a ruthless impresario intent on perfection. Featuring outstanding performances, blazingly beautiful cinematography by Jack Cardiff, Oscar-winning sets and music, and an unforgettable, hallucinatory central dance sequence, this beloved classic, now dazzlingly restored, stands as an enthralling tribute to the life of the artist.The Red Shoeswas restored by the UCLA Film & Television Archive in association with the BFI, The Film Foundation, ITV Global Entertainment Ltd., and Janus Films. Restoration funding provided by the Hollywood Foreign Press Association, The Film Foundation, and the Louis B. Mayer Foundation.",Michael Powell and Emeric Pressburger,United Kingdom,1948,"French,                                          English",https://s3.amazonaws.com/criterion-production/films/daa1d614942bb086b7fa4d4e1eb8b0d0/aZoMem6iPcKUSkCDO0g26e1bKiwA8y_large.jpg,0040725
896,REMBRANDT,"Charles Laughton once again teams up with Korda for this moving, elegantly shot biopic about the Dutch painter. Beginning when Rembrandt’s reputation was at its height, the film then tracks his quiet descent into loneliness and isolated self-expression, following the death of his wife to the unveiling of Night Watch to the ecclesiastical excommunication of his late-in-life lover and maid, Hendrickje Stoffels (played by Laughton’s wife, Elsa Lanchester). Though black and white,Rembrandtis shot by cinematographer Georges Périnal (Le million, The Fallen Idol) with an attention to light that’s particularly Rembrandtesque.",Alexander Korda,United Kingdom,1936,English,https://s3.amazonaws.com/criterion-production/films/173c1232ac5647369dc45f157375b856/kE40rcbpjCPhQuXuPPxhKg9COoT0Fc_large.jpg,0028167
897,REMORQUES,"Jacques Prévert cowrote this atmospheric tale of the romantic trials of a tugboat captain, played by the iconic French star Jean Gabin. For André and the other members of theCyclone’s crew, existence is harshly divided between the danger of the stormy seas and the safety of life at home with their patient women. When André meets temptation in the form of the alluring Catherine during a risky rescue, he comes perilously close to betraying his wife of ten years. The hauntingRemorquesis distinguished by beautiful tracking shots and cunning special-effects work.",Jean Grémillon,France,1941,French,https://s3.amazonaws.com/criterion-production/films/1819692b0157948bf277f85e34504c85/HU1NSd7jljSoSS3ka7bypfce5Wx7X4_large.jpg,0034093
898,LES RENDEZ-VOUS D’ANNA,"In one of Akerman’s most penetrating character studies, Anna, an accomplished filmmaker (played by Aurore Clément), makes her way through a series of European cities to promote her latest movie. Via a succession of eerie, exquisitely shot, brief encounters—with men and women, family and strangers—we come to see her emotional and physical detachment from the world.",Chantal Akerman,"Belgium,                                              Germany,                                              France",1978,French,https://s3.amazonaws.com/criterion-production/films/fe9bcf1ecbd2d422071fcb6475ef909f/1x8erdjqAivCMrtPR7gvLooh7RQfNP_large.jpg,0078152
899,REPO MAN,"A quintessential cult film of the 1980s, Alex Cox’s singular sci-fi comedy stars the always captivating Harry Dean Stanton as a weathered repo man in a desolate Los Angeles, and Emilio Estevez as the nihilistic middle-class punk he takes under his wing. The job becomes more than either of them bargained for when they get involved in repossessing a mysterious—and    otherworldly—Chevy Malibu with a hefty reward attached to it. Featuring the ultimate early eighties L.A. punk soundtrack, this grungily hilarious odyssey is also a politically trenchant take on President Reagan’s domestic and foreign policies.",Alex Cox,United States,1984,English,https://s3.amazonaws.com/criterion-production/films/9b4c64e4026d23b7a27157535333194d/057TxV3PgrvLmRRswkihebTJczHZNw_large.jpg,0087995
901,REPULSION,"Roman Polanski followed up his international breakthroughKnife in the Waterwith this controversial, chilling tale of psychosis. Catherine Deneuve is Carol, a fragile, frigid young beauty cracking up in her London flat when left alone by her vacationing sister. She is soon haunted by specters real and imagined, and her insanity grows to a violent, hysterical pitch. Thanks to its disturbing detail and Polanski’s adeptness at turning claustrophobic space into an emotional minefield,Repulsionis a surreal, mind-bending odyssey into personal horror, and it remains one of cinema’s most shocking psychological thrillers.",Roman Polanski,United Kingdom,1965,English,https://s3.amazonaws.com/criterion-production/films/1b39c396ba762def47ab7cad9eb852db/eRi4xMVbfaGiT29LJEtE0sj2OxSE3K_large.jpg,0059646
902,RETURN OF THE PRODIGAL SON,Evald Schorm was one of the most politically outspoken of the Czech New Wave filmmakers. This raw psychological drama about an engineer unable to adjust to the world around him following his suicide attempt is at heart a scathing portrait of social alienation and moral compromise.,Evald Schorm,Czechoslovakia,1967,Czech,https://s3.amazonaws.com/criterion-production/films/d407b2a9114561fd548088c18652efce/0ks95xPCZSXsSm0dAivUUE6gjtn3qJ_large.jpg,0074168
903,REVANCHE,"A gripping thriller and a tragic drama of nearly Greek proportions,Revancheis the stunning, Oscar-nominated international breakthrough of Austrian filmmaker Götz Spielmann. In a ragged section of Vienna, hardened ex-con Alex (the mesmerizing Johannes Krisch) works in a brothel, where he falls for Ukrainian hooker Tamara. Their desperate plans for escape unexpectedly intersect with the lives of a rural cop and his seemingly content wife. With meticulous, elegant direction, Spielmann creates a tense, existential, and surprising portrait of vengeance and redemption, and a journey into the darkest forest of human nature, in which violence and beauty exist side by side.",Götz Spielmann,Austria,2008,German,https://s3.amazonaws.com/criterion-production/films/8bd7bc2e13975cd8733f51d85346f8c0/jv8mOJ3S7gzDFNooyV0zXbNrHG8exO_large.jpg,1173745
913,THE RIVER,"Director Jean Renoir’s entrancing first color feature—shot entirely on location in India—is a visual tour de force. Based on the novel by Rumer Godden, the film eloquently contrasts the growing pains of three young women with the immutability of the Bengal river around which their daily lives unfold. Enriched by Renoir’s subtle understanding and appreciation for India and its people,The Rivergracefully explores the fragile connections between transitory emotions and everlasting creation.The Riverwas restored by the Academy Film Archive in association with the BFI and Janus Films, with restoration funding provided by the Hollywood Foreign Press Association and The Film Foundation.",Jean Renoir,France,1951,English,https://s3.amazonaws.com/criterion-production/films/d99e1826fe75c9f0c3441d60a2406345/R3NvMs20QmDeqpqK16Zw8vMLBtBmfP_large.jpg,0050212
922,A ROOM WITH A VIEW,"Merchant Ivory Productions, led by director James Ivory and producer Ismail Merchant, became a household name withA Room with a View,the first of their extraordinary adaptations of E. M. Forster novels. A cherubic nineteen-year-old Helena Bonham Carter plays Lucy Honeychurch, a young, independent- minded, upper-class Edwardian woman who is trying to sort out her burgeoning romantic feelings, divided between an enigmatic free spirit (Julian Sands) she meets on vacation in Florence and the priggish bookworm (Daniel Day-Lewis) to whom she becomes engaged back in the more corseted Surrey. Funny, sexy, and sophisticated, this gargantuan art-house hit features a sublime supporting cast–including Simon Callow, Judi Dench, Denholm Elliott, and Maggie Smith–and remains a touchstone of intelligent romantic cinema.",James Ivory,United Kingdom,1986,English,https://s3.amazonaws.com/criterion-production/films/2a684a78d6b7c2e6aabb3341e08f0cf4/49RLuNCJcOFrAKVB1w00pKqmEQmXOs_large.jpg,0091867
904,REVENGE,"A child is raised in Korea to avenge the death of his father’s first child in this decades-spanning tale of obsession and violence, the third collaboration between director Ermek Shinarbaev and writer Anatoli Kim. A study of everyday evil infused with philosophy and poetry, this haunting allegory was the first Soviet film to look at the Korean diaspora in central Asia, and a founding work of the Kazakh New Wave. Rigorous and complex,Revengeweaves luminous imagery with inventive narrative elements in an unforgettable meditation on the way trauma is passed down through generations.Revengewas restored in 2010 by the Cineteca di Bologna/L’Immagine Ritrovata laboratory, in association with The Film Foundation’s World Cinema Project, the Kazakhfilm Studio, the State Archive of the Republic of Kazakhstan, and Ermek Shinarbaev. Restoration funded by Armani, Cartier, Qatar Airways, and Qatar Museum Authority.",Ermek Shinarbaev,Kazakhstan,1989,Russian,https://s3.amazonaws.com/criterion-production/films/db96c5947256e58c76b29162412c782b/fFzRqS2k4qQ7uYfoJgI45cQIQIScQ3_large.jpg,1837642
905,RICHARD III,"InRichard III,director, producer, and star Laurence Olivier brings Shakespeare’s masterpiece of Machiavellian villainy to ravishing cinematic life. Olivier is diabolically captivating as Richard, Duke of Gloucester, who, through a series of murderous machinations, steals the crown from his brother Edward. And he surrounds himself with a royal supporting cast, which includes Ralph Richardson, John Gielgud, and Claire Bloom. Filmed in VistaVision and Technicolor,Richard IIIis one of the most visually inspired of all big-screen Bard adaptations.Restoration funding provided by the Hollywood Foreign Press Association and The Film Foundation. Restored by The Film Foundation and Janus Films, in association with the BFI National Archive, ITV Studios Global Entertainment Ltd., the Museum of Modern Art, and Romulus Films.",Laurence Olivier,United Kingdom,1955,English,https://s3.amazonaws.com/criterion-production/films/32d0f143682b34732d0fdd3ed8e0e7bb/fBklqTm33Jg32mLL79K5I4cZHSt9cE_large.jpg,0114279
906,RIDE IN THE WHIRLWIND,"Working from a thoughtful script by Jack Nicholson, Monte Hellman fashioned this moody and tense western about a trio of cowhands who are mistaken for robbers and must outrun and hide from a posse of bloodthirsty vigilantes in the wilds of Utah. A grim yet gripping tale of chance and blind frontier justice,Ride in the Whirlwindis brought to life by a compelling cast, including Nicholson, Cameron Mitchell, Millie Perkins, and Harry Dean Stanton.",Monte Hellman,United States,1966,English,https://s3.amazonaws.com/criterion-production/films/c907295c2d4eac1d2bc4a68c3e7f65e7/DhPK1MlQAsEyGEHUiT1hifLfff8dms_large.jpg,0059653
907,RIDE THE PINK HORSE,"Hollywood actor turned idiosyncratic auteur Robert Montgomery directs and stars in this striking crime drama based on a novel by Dorothy B. Hughes. He plays a tough-talking former GI who comes to a small New Mexico town to shake down a gangster who killed his best friend; things quickly turn nasty.Ride the Pink Horsefeatures standout supporting performances by Fred Clark, Wanda Hendrix, and especially Thomas Gomez, who became the first Hispanic actor to receive an Academy Award nomination for his role here. With its relentless pace, expressive cinematography by the great Russell Metty, and punchy, clever script by Ben Hecht and Charles Lederer, this is an overlooked treasure from the heyday of 1940s film noir.",Robert Montgomery,United States,1947,English,https://s3.amazonaws.com/criterion-production/films/3972bcdae3e33de3cbc2eb8507d683b5/qHZJVEvbsyrW0WpOyvFHPDRs5NcDFg_large.jpg,0039768
908,RIDE WITH THE DEVIL,"With this new director’s cut, Ang Lee reconstructs his original vision forRide with the Devil,a harrowing, unorthodox Civil War epic. Set during the Kansas-Missouri border war, the film follows Jake (Tobey Maguire) and Jack Bull (Skeet Ulrich), who join the Confederate-sympathizing Bushwhackers after Jack Bull’s father is killed by abolitionist Jayhawkers, and find an unusual ally in Holt (Jeffrey Wright), who’s fighting for the South despite being a former slave. A rumination on identity and loyalty, both political and personal,Ride with the Devilis a provocative challenge to preconceptions about America’s bloodiest conflict.",Ang Lee,United States,1999,English,https://s3.amazonaws.com/criterion-production/films/bb12c3d02a5fd5ecfeaa59b6c83033b1/Bw7MZjZOFvVBdeObsJ8awPzqsIbH5i_large.jpg,0134154
